State,County,Tract,Block_group,state,county,tract,block group,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes
35,1,107,1,35,1,107,1,350010001071,1569,81.39,3.38,5.29,0.7,0.0,8.16,11.85,4.21,64.63,31.17,1,-106.48705434912748,35.12317213787804,2.659521606820571,3.5422672448158856,6.8902130234349,1.4017669282475778,5.356982440406314,0.7131889245806652
35,1,107,2,35,1,107,2,350010001072,920,69.78,0.0,1.96,1.74,0.0,26.52,8.48,11.52,67.28,21.2,1,-106.49369110742008,35.11947423958415,2.2745764316549177,2.8184341006466656,6.1630906364324405,1.5266451621876933,4.657205961029518,0.04473543873272537
35,1,108,1,35,1,108,1,350010001081,1039,65.26,5.0,1.35,4.04,0.0,20.21,9.24,0.0,75.94,24.06,1,-106.50339887008197,35.12597057076724,1.1549609778006742,2.5539891704317106,5.829491005149602,0.9861398470659374,4.822604055829388,0.2906150101712292
35,1,108,2,35,1,108,2,350010001082,1789,56.01,0.0,15.54,0.0,0.0,22.53,19.0,16.88,54.67,26.1,1,-106.5091078175856,35.12785820376542,0.5954252608720938,2.4354400496122195,5.579688092356444,0.5954252608720938,4.834037453058805,0.3037587150212604
35,1,109,1,35,1,109,1,350010001091,1380,68.04,0.22,1.59,0.0,0.0,28.04,0.46,0.51,63.77,34.57,1,-106.520104127541,35.12710800084462,0.5723306341577997,2.000091249224046,4.84473407812022,0.5723306341577997,4.549285724940173,0.34030296860626114
35,1,109,2,35,1,109,2,350010001092,941,56.0,6.59,3.83,1.59,0.0,27.42,9.35,10.2,69.5,20.3,1,-106.52891773899783,35.1270662855578,1.3089979826980884,1.2335481982583572,4.38786234481078,0.6508796421345261,4.5352073308260845,0.29130685904484216
35,1,110,1,35,1,110,1,350010001101,1551,57.38,0.0,3.61,0.45,0.84,29.08,12.57,17.79,60.67,21.53,1,-106.51928499943004,35.11938016087622,1.2584648346166056,1.2290272105791291,4.2591140075392815,0.6663708783375044,3.705188934705516,0.283694949065514
35,1,110,2,35,1,110,2,350010001102,1408,66.76,0.99,1.78,6.32,0.92,22.8,14.2,4.05,62.43,33.52,1,-106.52729172593502,35.1215385628494,1.470001646686678,1.5396290723058776,3.95538539761801,1.0128308230931002,3.9123190734126863,0.6529856004123099
35,1,110,3,35,1,110,3,350010001103,660,56.36,0.0,0.0,0.0,0.0,41.36,22.73,10.91,65.91,23.18,1,-106.52835114333192,35.118056431455244,1.1388389799784528,1.2271211455953068,3.590262318600064,0.6802303501896456,3.5324429047390216,0.6096284711156756
35,1,111,1,35,1,111,1,350010001111,2121,53.94,4.76,0.0,2.97,0.0,32.25,2.4,7.73,78.22,12.78,1,-106.50337147765678,35.12012007388638,1.538482636422978,2.1038075909600766,5.445651551015046,1.085736906878918,4.238628064464328,0.8729152045925435
