,state,county,tract,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority
1,32,001,950100,32001950100,2322,78.29,2.2,0.52,3.75,0.22,11.76,6.46,11.2,55.38,22.65,1
2,32,001,950301,32001950301,3961,67.1,4.39,5.05,2.17,0.25,15.45,26.92,14.57,55.59,20.4,1
3,32,001,950302,32001950302,5164,77.19,4.73,0.95,4.11,0.0,8.99,8.51,4.67,72.39,16.21,1
4,32,001,950400,32001950400,700,30.0,18.43,0.0,0.71,0.29,49.43,0.0,0.0,67.43,1.29,7
5,32,001,950500,32001950500,1464,47.61,2.32,37.91,0.07,0.75,7.24,12.71,17.01,60.72,21.93,7
6,32,001,950600,32001950600,5103,70.49,0.0,3.06,4.82,0.0,18.56,9.06,4.51,66.59,28.06,1
7,32,001,950700,32001950700,5892,82.01,0.0,1.71,0.88,0.0,13.49,13.12,15.07,63.99,20.94,1
8,32,003,000101,32003000101,7122,21.27,11.72,0.35,3.22,0.18,59.46,8.46,18.7,71.97,9.32,6
9,32,003,000103,32003000103,6342,28.33,4.86,1.15,3.64,4.27,54.6,19.04,24.53,60.36,15.11,6
10,32,003,000105,32003000105,4285,18.95,2.73,0.51,2.05,0.0,73.37,4.39,24.57,65.97,9.45,6
11,32,003,000106,32003000106,4407,32.88,13.21,0.0,6.94,3.88,41.09,23.1,16.95,57.52,25.53,7
12,32,003,000107,32003000107,4016,17.03,17.06,0.02,12.38,0.3,50.32,15.31,18.55,65.41,16.04,6
13,32,003,000108,32003000108,3533,17.1,8.21,0.2,1.9,0.0,70.99,27.47,25.56,55.73,18.71,6
14,32,003,000109,32003000109,3398,38.58,13.83,0.79,5.24,0.21,37.58,25.66,13.6,71.16,15.24,7
15,32,003,000201,32003000201,3693,14.27,33.71,0.84,6.09,0.84,34.5,41.43,13.86,64.96,21.18,7
16,32,003,000203,32003000203,4327,30.78,26.3,2.17,2.8,0.0,33.46,28.76,18.28,67.3,11.14,7
17,32,003,000204,32003000204,1317,52.7,12.15,0.3,9.04,0.91,23.46,7.7,6.91,78.89,6.83,1
18,32,003,000301,32003000301,2789,9.79,39.62,0.32,2.22,0.0,45.07,34.25,18.32,70.85,10.83,7
19,32,003,000302,32003000302,4424,9.15,52.33,0.0,0.16,2.62,34.27,38.46,14.6,79.34,6.06,2
20,32,003,000401,32003000401,2416,33.15,30.63,5.38,10.93,1.24,14.49,63.05,13.78,71.11,14.82,7
21,32,003,000402,32003000402,2867,12.7,22.15,0.0,0.42,0.0,56.96,40.59,26.58,63.9,9.52,6
22,32,003,000403,32003000403,2385,31.99,11.45,0.55,10.27,0.92,43.52,37.32,15.93,60.13,23.94,7
23,32,003,000510,32003000510,5470,5.61,4.92,0.0,1.88,0.15,85.17,25.7,31.04,65.3,3.66,6
24,32,003,000513,32003000513,3080,38.73,6.33,0.0,1.49,0.0,53.18,21.67,38.8,48.34,12.86,6
25,32,003,000514,32003000514,5930,12.72,6.07,0.19,8.28,0.62,68.63,24.55,28.28,59.6,12.12,6
26,32,003,000515,32003000515,5088,13.74,12.26,0.0,4.6,0.0,68.08,30.99,20.72,68.22,11.07,6
27,32,003,000516,32003000516,5864,11.6,15.21,0.1,5.05,0.2,65.6,37.65,20.87,57.81,5.29,6
28,32,003,000517,32003000517,4786,8.3,8.46,0.0,2.05,0.73,79.27,14.88,23.97,67.22,8.82,6
29,32,003,000518,32003000518,5601,11.53,13.18,0.0,3.18,0.0,70.04,31.42,25.69,65.15,9.16,6
30,32,003,000519,32003000519,4934,18.81,12.44,0.0,1.74,0.0,66.96,25.12,20.86,74.06,5.09,6
31,32,003,000520,32003000520,1831,6.94,0.76,0.0,1.47,0.0,89.68,15.78,25.83,66.79,7.37,6
32,32,003,000521,32003000521,3096,18.12,14.37,0.0,1.0,0.0,58.75,30.98,26.26,62.14,11.08,6
33,32,003,000522,32003000522,2908,11.69,10.45,0.28,7.02,0.89,68.54,35.51,30.81,61.45,7.74,6
34,32,003,000523,32003000523,2655,14.88,29.49,0.0,2.49,0.0,50.09,44.07,26.33,65.88,7.8,6
35,32,003,000524,32003000524,2587,12.02,10.94,0.0,0.7,0.0,75.65,34.56,29.45,62.97,7.58,6
36,32,003,000525,32003000525,2806,13.19,11.97,0.0,0.43,0.0,74.2,27.59,23.77,65.32,10.91,6
37,32,003,000526,32003000526,2922,5.78,3.73,0.82,0.0,0.48,88.33,16.6,27.62,68.89,3.49,6
38,32,003,000527,32003000527,4353,7.42,9.1,0.02,2.41,0.0,79.97,16.42,20.72,65.89,6.75,6
39,32,003,000528,32003000528,2868,11.54,6.42,0.0,1.99,1.88,76.05,37.03,34.07,62.31,3.35,6
40,32,003,000600,32003000600,2895,35.58,11.61,0.07,5.53,0.0,43.28,32.48,13.23,73.09,13.4,7
41,32,003,000700,32003000700,4049,38.08,29.07,0.57,1.56,1.06,25.46,35.8,5.73,18.42,3.58,7
42,32,003,001003,32003001003,4306,32.16,4.23,0.0,10.26,0.39,51.63,6.53,13.54,70.02,16.44,6
43,32,003,001004,32003001004,7411,35.77,2.59,0.0,15.64,0.0,42.27,18.5,13.98,68.91,16.79,7
44,32,003,001005,32003001005,1448,64.99,5.87,0.48,5.25,0.0,19.34,12.05,13.26,67.2,19.54,1
45,32,003,001006,32003001006,4204,56.16,9.49,1.0,10.11,0.0,20.17,10.23,11.16,74.41,14.44,1
46,32,003,001100,32003001100,2902,25.26,21.57,0.0,13.47,0.0,35.04,43.0,18.68,65.82,15.51,7
47,32,003,001200,32003001200,3858,34.47,9.98,0.31,5.31,0.0,47.9,25.01,22.11,61.61,16.28,7
48,32,003,001300,32003001300,4573,34.03,2.54,1.51,5.25,1.01,45.51,19.1,15.83,73.58,10.58,7
49,32,003,001401,32003001401,3176,26.32,2.74,0.28,11.05,0.0,54.19,31.64,37.63,49.62,12.75,6
50,32,003,001402,32003001402,4231,13.35,0.78,0.17,2.13,0.0,82.46,15.21,17.37,71.92,10.71,6
51,32,003,001501,32003001501,3030,22.48,13.07,2.18,3.66,0.76,56.01,34.06,16.6,68.05,15.35,6
52,32,003,001502,32003001502,3535,40.76,5.12,0.17,3.08,0.0,49.42,25.54,12.33,69.76,17.91,7
53,32,003,001607,32003001607,3707,39.38,24.79,0.0,0.51,6.42,22.69,37.47,18.64,63.58,17.78,7
54,32,003,001608,32003001608,1845,34.85,8.46,0.0,4.17,2.87,47.8,32.48,21.08,61.9,17.02,7
55,32,003,001609,32003001609,4141,21.52,2.99,0.0,5.14,0.0,66.26,8.5,15.07,72.98,11.95,6
56,32,003,001610,32003001610,2989,18.1,2.78,1.3,3.58,0.0,71.09,14.76,9.5,83.71,6.79,6
57,32,003,001611,32003001611,4382,19.56,7.05,0.78,2.56,0.0,68.48,20.17,13.69,72.68,13.62,6
58,32,003,001613,32003001613,4000,19.5,7.58,0.55,4.23,0.0,62.63,9.27,11.58,77.55,10.88,6
59,32,003,001614,32003001614,2066,39.06,22.22,0.0,4.26,0.0,32.48,28.41,15.44,69.85,14.71,7
