State,County,Tract,Block_group,state,county,tract,block group,GEOID,population,white_only,black_only,aian_alone,asian_only,nhopi_alone,hispanic,below_poverty,no_health_ins,one_health_ins,two_health_ins,racial_majority,Longitude,Latitude,Closest_Distance_Pharmacies_Top3,Closest_Distance_Urgent_Care_Centers,Closest_Distance_Hospitals,Closest_Distance_Pharmacies_All,Closest_Distance_Dialysis_Centers,Closest_Distance_Nursing_Homes
50,1,960100,1,50,1,960100,1,500019601001,1236,97.98,0.0,0.0,0.0,0.0,2.02,8.79,9.22,78.16,12.22,1,-73.00041630011,44.22148423314895,26.325492859876515,28.41536258145841,23.14881818873702,11.552641081789462,30.10084201359212,11.448467171185886
50,1,960100,2,50,1,960100,2,500019601002,685,92.85,0.73,0.0,2.19,0.0,2.34,7.74,8.76,73.28,17.96,1,-73.0555171261998,44.2470581618074,22.27536675209744,24.198126063383643,25.792875029350725,12.733147406122637,25.4682487736098,12.360104460484518
50,1,960100,3,50,1,960100,3,500019601003,1989,97.18,0.0,0.0,0.4,0.0,0.8,1.78,2.77,80.74,15.99,1,-73.13229974216613,44.22758708761325,23.81376289633309,24.26020266800576,25.42112125145088,10.630247393872192,25.46599794661693,10.699585320508923
50,1,960200,1,50,1,960200,1,500019602001,1162,97.07,0.0,0.0,0.0,0.69,0.26,6.97,3.61,74.18,22.2,1,-73.21154131572533,44.20506571748065,27.247777335128383,25.92805856690208,23.01555194358388,4.282399280524764,27.40601188815885,5.186770572421375
50,1,960200,2,50,1,960200,2,500019602002,1567,99.62,0.0,0.0,0.0,0.0,0.19,1.15,3.83,77.22,18.95,1,-73.30795033464871,44.20691869667171,29.99124302318952,26.83741166225701,22.93948144829541,6.248106928916839,22.980154363687816,6.128807635694501
50,1,960300,1,50,1,960300,1,500019603001,512,96.68,0.0,0.0,0.0,0.0,0.78,11.56,5.08,79.49,11.72,1,-73.26089357581179,44.17028408665711,32.12723596097107,30.05164172249328,20.2848742218985,0.7722329026550895,27.19605154782248,0.694324925036818
50,1,960300,2,50,1,960300,2,500019603002,2095,96.28,0.91,0.57,0.0,0.0,1.67,8.97,4.44,78.42,17.14,1,-73.25036197046052,44.16246448900118,32.67418453587625,30.81905661852676,19.1742376109923,0.5857930736280758,28.19382955468237,0.7229299818770752
50,1,960400,1,50,1,960400,1,500019604001,1785,95.24,0.0,0.0,3.14,0.0,1.01,2.47,3.81,80.06,16.13,1,-73.16405278188036,44.10413068789521,34.92620787287479,37.34473540496471,11.53577522504864,7.62603880327656,36.633401464497815,7.402680101883336
50,1,960400,2,50,1,960400,2,500019604002,1145,91.27,0.09,0.79,0.35,0.0,5.15,8.14,4.45,72.05,23.49,1,-73.3064466415396,44.13515569762568,32.56343711562211,34.53522069612669,18.610377411568937,5.649546464492428,24.77992198043857,5.70568894692646
50,1,960400,3,50,1,960400,3,500019604003,1341,97.69,0.0,0.45,0.0,0.0,0.15,4.71,3.8,75.47,20.73,1,-73.34480878836895,44.071428126948426,24.885096962861617,42.14300868258988,16.17225718485175,9.555508612592304,25.69359406120409,12.809074221073088
50,1,960400,4,50,1,960400,4,500019604004,743,95.42,0.67,0.67,0.81,0.0,0.27,4.58,7.54,63.66,28.8,1,-73.22691250106489,44.04658141732037,26.7919670145094,43.56758327563131,6.952688786723739,5.713233846583514,34.965548472110875,7.017249958403174
50,1,960500,1,50,1,960500,1,500019605001,1908,97.43,0.0,0.0,0.0,0.0,0.0,9.25,7.7,75.21,17.09,1,-73.05782804694994,44.11949733342752,36.18389431229817,37.50003538040415,15.910022017030126,2.243611753924614,38.60678384768882,2.9192103658276887
50,1,960500,2,50,1,960500,2,500019605002,1156,92.73,0.69,0.0,1.3,0.0,5.28,5.43,14.19,61.59,21.37,1,-73.09112421957619,44.13854080075099,33.79231870419908,34.67980261194536,16.546986147608987,1.1907648942073674,35.85519243310661,0.570549783816469
50,1,960500,3,50,1,960500,3,500019605003,817,93.27,0.98,0.0,3.18,0.0,2.57,8.43,1.47,89.11,9.42,1,-73.1136306130717,44.13951817731466,33.59994067075153,34.121522983894955,16.069485244106033,2.929611329425511,35.357501729999235,2.3682937638740285
50,1,960600,1,50,1,960600,1,500019606001,1344,97.1,0.0,0.0,0.67,0.0,0.22,6.23,4.32,76.34,18.53,1,-72.97327622221349,44.095011146254286,35.1843053327163,35.65896045453673,18.79919833383041,9.38912074751278,42.62435873002392,10.041746821597863
